Time (min),Cyanobacterial cell count,wastewater concentration (Ci),Sonicator power density,Concentration of H2O2,Volume (mL),Solution pH,final count/0.5 mL,final count/mL,Particles/mL,Area (ABD) Mean,Area (ABD) Min,Area (ABD) Max,Area (Filled) Mean,Area (Filled) Min,Area (Filled) Max,Aspect Ratio Mean,Aspect Ratio Min,Aspect Ratio Max,Circle Fit Mean,Circle Fit Min,Circle Fit Max,Circularity Mean,Circularity Min,Circularity Max,Circularity (Hu) Mean,Circularity (Hu) Min,Circularity (Hu) Max,Compactness Mean,Compactness Min,Compactness Max,Convex Perimeter Mean,Convex Perimeter Min,Convex Perimeter Max,Convexity Mean,Convexity Min,Convexity Max,Diameter (ABD) Mean,Diameter (ABD) Min,Diameter (ABD) Max,Diameter (ESD) Mean,Diameter (ESD) Min,Diameter (ESD) Max,Diameter (FD) Mean,Diameter (FD) Min,Diameter (FD) Max,"D[3,2](ABD) Mean","D[3,2](ESD) Mean","D[4,3](ABD) Mean","D[4,3](ESD) Mean",Edge Gradient Mean,Edge Gradient Min,Edge Gradient Max,Elapsed Time Mean,Elapsed Time Min,Elapsed Time Max,Elongation Mean,Elongation Min,Elongation Max,Fiber Curl Mean,Fiber Curl Min,Fiber Curl Max,Fiber Straightness Mean,Fiber Straightness Min,Fiber Straightness Max,Geodesic Aspect Ratio Mean,Geodesic Aspect Ratio Min,Geodesic Aspect Ratio Max,Geodesic Length Mean,Geodesic Length Min,Geodesic Length Max,Geodesic Thickness Mean,Geodesic Thickness Min,Geodesic Thickness Max,Image Height Mean,Image Height Min,Image Height Max,Image Width Mean,Image Width Min,Image Width Max,Intensity Mean,Intensity Min,Intensity Max,Length Mean,Length Min,Length Max,Particles Per Chain Mean,Particles Per Chain Min,Particles Per Chain Max,Perimeter Mean,Perimeter Min,Perimeter Max,Ratio Blue/Green Mean,Ratio Blue/Green Min,Ratio Blue/Green Max,Ratio Red/Blue Mean,Ratio Red/Blue Min,Ratio Red/Blue Max,Ratio Red/Green Mean,Ratio Red/Green Min,Ratio Red/Green Max,Roughness Mean,Roughness Min,Roughness Max,Scatter Area Mean,Scatter Area Min,Scatter Area Max,Scatter Peak Mean,Scatter Peak Min,Scatter Peak Max,Scatter Width Mean,Scatter Width Min,Scatter Width Max,Sigma Intensity Mean,Sigma Intensity Min,Sigma Intensity Max,Sphere Complement Mean,Sphere Complement Min,Sphere Complement Max,Sphere Count Mean,Sphere Count Min,Sphere Count Max,Sphere Unknown Mean,Sphere Unknown Min,Sphere Unknown Max,Sphere Volume Mean,Sphere Volume Min,Sphere Volume Max,Sum Intensity Mean,Sum Intensity Min,Sum Intensity Max,Symmetry Mean,Symmetry Min,Symmetry Max,Transparency Mean,Transparency Min,Transparency Max,Volume (ABD) Mean,Volume (ABD) Min,Volume (ABD) Max,Volume (ESD) Mean,Volume (ESD) Min,Volume (ESD) Max,Width Mean,Width Min,Width Max
10,200000,20,20,0.5,100,7.4,39530,79060,163924.21,34.71,2.16,9390.07,35.09,2.16,9394.79,0.67,0.07,1,0.72,0,0.96,0.73,0.05,1,0.78,0.03,1,1.54,1,19.92,29.18,20,983.71,0.92,0.2,1,5.95,1.66,109.34,7.77,5,311.51,5.97,1.66,109.37,11.52,25.54,26.77,147.56,78.83,40,232.13,88.61,0.56,178.83,2.42,1,60.56,0.18,0,2.71,0.92,0.27,2.26,0.67,0.02,1,11.39,4.4,573.85,6.21,1.07,47.04,25.53,10,265,24.21,12,616,145.23,28.15,206.17,9.83,5.51,472.84,1.18,1,7,35.2,14.44,1182.45,1,0.96,1.05,0.99,0.92,1.09,1,0.96,1.05,1.21,0.49,2.58,0,0,0,0,0,0,0,0,0,33.32,3.61,74.95,0,0,0,0,0,0,0,0,0,0,0,0,19232.7,2662,1876027,0.64,0,1,0.23,0.03,0.83,266.46,2.39,684490.41,1028.34,65.48,15828250.34,5.29,0.73,98.83
20,200000,20,20,0.5,100,7.4,36830,73660,144199.82,33.37,2.29,8814.38,33.69,2.29,8857.83,0.67,0.06,1,0.72,0,0.96,0.75,0.04,1,0.78,0.03,1,1.5,1,25.8,28.77,20,395.71,0.92,0.2,1,5.84,1.71,105.94,7.64,5,124.45,5.86,1.71,106.2,11.09,16.27,23.98,39.06,81.75,40,238.94,93.85,0.56,189.38,2.29,1,79.03,0.16,0,2.52,0.94,0.28,3.84,0.69,0.01,1,10.97,3.75,304.37,6.22,0.98,38.18,25.34,11,220,24.06,13,201,141.93,30.93,208.86,9.69,5.51,161.29,1.2,1,6,34.38,13.84,619.29,1,0.96,1.07,0.99,0.89,1.09,1,0.94,1.05,1.2,0.4,2.49,0,0,0,0,0,0,0,0,0,32.73,3.15,76.59,0,0,0,0,0,0,0,0,0,0,0,0,18388.47,2574,1507820,0.65,0,1,0.22,0.03,0.82,246.62,2.61,622516.85,618.17,65.48,1009130.07,5.17,1.1,95.89
20,200000,20,20,0.5,100,7.4,36606,73212,143833.88,34.17,2.16,8867.26,34.53,2.16,10529.86,0.67,0.06,1,0.72,0,0.96,0.75,0.02,1,0.78,0.03,1,1.5,1,56.69,28.9,20,511.82,0.92,0.14,1,5.89,1.66,106.26,7.68,5,161.47,5.91,1.66,115.79,11.68,17.26,27.33,47.5,81.75,40,234.05,93.18,0.56,188.7,2.29,1,176.08,0.16,0,4.29,0.93,0.19,2.81,0.69,0.01,1,11.06,3.9,797.54,6.24,1.13,49.22,25.41,12,245,24.1,13,213,141.8,39.99,210.17,9.72,5.51,189.21,1.2,1,29,34.61,14.44,1623.01,1,0.96,1.06,0.99,0.9,1.09,1,0.95,1.05,1.2,0.47,3.81,0,0,0,0,0,0,0,0,0,32.77,3.81,76.81,0,0,0,0,0,0,0,0,0,0,0,0,18638.11,2593,2380267,0.65,0,1,0.22,0.02,0.82,266.19,2.39,628127.75,667.34,65.48,2204411.75,5.22,1.1,127.49
30,200000,20,20,0.5,100,7.4,35691,71382,140596.74,31.59,2.43,6252.29,31.91,2.43,6261.66,0.67,0.06,1,0.73,0,0.96,0.76,0.05,1,0.78,0.02,1,1.47,1,20.21,28.33,20.08,405.04,0.92,0.22,1,5.75,1.76,89.22,7.5,5,127.41,5.77,1.76,89.29,10.06,14.26,19.94,34.79,83.04,40,231.56,92.01,0.56,188.22,2.2,1,61.48,0.15,0,2.12,0.95,0.32,3.42,0.71,0.02,1,10.63,3.9,277.68,6.21,1.17,29.97,25.12,12,247,23.93,13,162,139.72,35.59,203.76,9.5,5.51,176.72,1.21,1,9,33.69,14.27,592.93,1,0.96,1.06,0.99,0.9,1.08,1,0.95,1.05,1.19,0.4,2.18,0,0,0,0,0,0,0,0,0,31.86,3.06,77.3,0,0,0,0,0,0,0,0,0,0,0,0,17640.25,2545,1214833,0.65,0,1,0.22,0.03,0.84,211.94,2.85,371897.04,506.23,65.48,1082853.88,5.09,1.1,54.74
30,200000,20,20,0.5,100,7.4,35561,71122,139834.67,31.54,1.89,3390.78,31.78,1.89,3571.84,0.67,0.03,1,0.73,0,0.96,0.75,0.06,1,0.77,0.01,1,1.47,1,16.66,28.38,19.98,421.85,0.91,0.22,1,5.74,1.55,65.71,7.51,5,132.82,5.76,1.55,67.44,9.84,14.6,17.27,38.57,83.37,40,241.74,92.27,0.58,188.58,2.22,1,50.32,0.15,0,3.58,0.94,0.22,2.77,0.7,0.02,1,10.69,3.9,249.04,6.17,1,34.48,25.18,10,272,23.93,13,206,139.53,36.97,213.44,9.54,5.51,199.5,1.21,1,5,33.71,14.44,523.11,1,0.95,1.04,0.99,0.92,1.14,1,0.95,1.08,1.19,0.43,3.01,0,0,0,0,0,0,0,0,0,31.65,3.38,72.66,0,0,0,0,0,0,0,0,0,0,0,0,17550.05,2433,899090,0.65,0,1,0.22,0.02,0.88,206.78,1.95,148529.58,520.69,65.48,1226707.39,5.07,1.1,64.3
40,200000,20,20,0.5,100,7.4,36899,73798,145989.15,30.94,2.16,3987.73,31.16,2.16,4010.44,0.65,0.05,1,0.71,0,0.96,0.74,0.03,1,0.76,0.02,1,1.53,1,31.03,28.78,20.03,932.58,0.91,0.12,1,5.68,1.66,71.26,7.64,5,295.21,5.69,1.66,71.46,9.83,23.84,17.3,135.59,85.51,40,239.22,91.73,0.58,187.42,2.4,1,95.46,0.14,0,2.97,0.95,0.25,3.3,0.69,0.01,1,10.97,4.11,503.23,6.02,0.88,28.95,24.97,12,496,24.49,13,406,138.97,46.67,240.37,9.85,5.51,455.94,1.23,1,8,33.98,14.27,1022.31,1,0.88,1.07,0.99,0.91,1.18,1,0.94,1.11,1.18,0.46,2.63,0,0,0,0,0,0,0,0,0,30.99,3.85,86.31,0,0,0,0,0,0,0,0,0,0,0,0,17228.45,2551,1066363,0.65,0,1,0.24,0.03,0.88,202.7,2.39,189431.92,928.51,65.48,13470190,4.95,0.73,62.83
40,200000,20,20,0.5,100,7.4,35996,71992,142306.98,30.52,2.43,8456.88,30.82,2.43,8456.88,0.66,0.08,1,0.73,0,0.95,0.76,0.05,1,0.77,0.03,1,1.46,1,19.42,28.14,19.98,911.18,0.91,0.17,1,5.66,1.76,103.77,7.44,5,288.53,5.68,1.76,103.77,10.26,29.14,23.81,163.02,84.88,40,230.35,90.55,0.56,187.55,2.19,1,59,0.14,0,2.46,0.95,0.29,3.26,0.7,0.02,1,10.54,3.75,546.13,6.13,1.04,39.17,25.05,13,569,23.86,13,505,137.46,51.83,210.78,9.47,5.51,419.2,1.22,1,5,33.33,13.84,1125.24,1,0.96,1.05,0.99,0.91,1.08,1,0.95,1.05,1.19,0.41,2.69,0,0,0,0,0,0,0,0,0,30.96,3.49,77.59,0,0,0,0,0,0,0,0,0,0,0,0,16976.07,2560,1033146,0.65,0,1,0.23,0.02,0.81,208.69,2.85,585030.86,1069.9,65.48,12577032.19,4.98,1.1,99.57
50,200000,20,20,0.5,100,7.4,40949,81898,160164.26,30.14,2.16,21658.06,30.4,2.16,22478.23,0.65,0,1,0.72,0,0.96,0.76,0.02,1,0.76,0.01,1,1.47,1,59.93,28.08,19.97,589.86,0.91,0,1,5.58,1.66,166.06,7.42,5,186.19,5.59,1.66,169.17,13.09,20.67,55.88,81.02,85.6,40,255,91.07,0.58,189.56,2.21,1,186.26,0.13,0,2.29,0.96,0.3,3.26,0.7,0.01,1,10.45,3.9,396.58,6.04,0.79,89.11,25.06,12,393,23.84,11,282,136.18,35.32,223.48,9.49,5.51,278.86,1.24,1,8,32.99,14.44,825.81,1,0.62,1.05,0.99,0.9,1.26,1,0.75,1.13,1.18,0.41,2.56,0,0,0,0,0,0,0,0,0,29.94,3.41,73.41,0,0,0,0,0,0,0,0,0,0,0,0,16663.76,2781,5617449,0.65,0,1,0.23,0.02,0.9,263.11,2.39,2397690.68,741.55,65.48,3379626.97,4.9,0.73,150.27
50,200000,20,20,0.5,100,7.4,38753,77506,153837.34,32.83,2.16,11586.74,33.24,2.16,11818.57,0.65,0.04,1,0.71,0,0.96,0.74,0.01,1,0.75,0.03,1,1.53,1,71.12,28.96,20,785.7,0.9,0.16,1,5.66,1.66,121.46,7.7,5,248.55,5.68,1.66,122.67,14.44,33.24,40.77,111.27,86.51,40,236.84,88.19,0.58,187.08,2.41,1,221.43,0.14,0,4.13,0.95,0.19,2.53,0.68,0,1,11.28,3.9,1661.32,5.97,1.12,41.98,25.5,12,503,24.27,13,321,136.09,45.1,211.63,9.87,5.51,323.68,1.3,1,73,34.5,13.84,3337.65,1,0.96,1.05,0.99,0.92,1.08,1,0.96,1.04,1.18,0.51,4.25,0,0,0,0,0,0,0,0,0,30.13,3.76,74.2,0,0,0,0,0,0,0,0,0,0,0,0,17543.42,2346,3378794,0.64,0,1,0.24,0.03,0.85,315.93,2.39,938222.78,1473.6,65.48,8039323.06,5.06,0.73,163.49
60,200000,20,20,0.5,100,7.4,39871,79742,154887.53,29.01,2.56,10964.64,29.28,2.56,11818.57,0.65,0.08,1,0.72,0,0.96,0.76,0.03,1,0.75,0.04,1,1.46,1,31.2,27.9,19.91,1491.43,0.9,0.19,1,5.52,1.81,118.16,7.36,5,473.29,5.54,1.81,122.67,10.42,50.53,28.6,364.93,87.09,40,234.38,90.35,0.58,190.86,2.18,1,96.01,0.12,0,3.42,0.96,0.23,3.34,0.7,0.01,1,10.34,3.9,1047.94,6.01,1.09,30.18,25.08,11,1004,23.7,14,181,134.79,50.14,207.61,9.46,5.51,727.08,1.25,1,13,32.7,14.44,2119.66,1,0.95,1.06,0.99,0.9,1.08,1,0.94,1.04,1.17,0.46,2.97,0,0,0,0,0,0,0,0,0,29,3.24,74.82,0,0,0,0,0,0,0,0,0,0,0,0,16185.28,2590,3144878,0.65,0,1,0.24,0.03,0.81,201.57,3.09,863684.54,1845.19,65.48,55512199.85,4.82,1.1,99.57
60,200000,20,20,0.5,100,7.4,40848,81696,161199.74,29.15,2.16,7954.26,29.36,2.16,8038.96,0.65,0.05,1,0.72,0,0.96,0.76,0.05,1,0.76,0.02,1,1.45,1,19.39,27.88,20.08,550.84,0.91,0.24,1,5.54,1.66,100.64,7.36,5,173.76,5.55,1.66,101.17,10.05,15.68,22.83,52.55,85.9,40,240.85,90.08,0.56,187.88,2.17,1,58.88,0.13,0,2.62,0.96,0.28,3.34,0.7,0.02,1,10.31,3.75,390.3,6.03,1.06,32.93,24.98,12,238,23.78,13,338,134.97,38.87,210.11,9.42,5.51,242.85,1.25,1,6,32.68,13.84,824.52,1,0.96,1.05,0.99,0.91,1.09,1,0.95,1.05,1.17,0.4,2.6,0,0,0,0,0,0,0,0,0,28.73,3.69,72.65,0,0,0,0,0,0,0,0,0,0,0,0,16224.79,2435,2038381,0.65,0,1,0.23,0.03,0.83,195.22,2.39,533658.96,534.32,65.48,2746922.86,4.86,1.1,62.83
0,200000,20,20,1,100,7.4,34336,68672,137792.49,82.88,2.02,7238.63,84.84,2.02,7456.33,0.65,0.04,1,0.63,0,0.96,0.59,0.02,1,0.75,0.02,1,2.16,1,42.8,40.44,20.18,563.02,0.89,0.09,1,8.3,1.61,96,11.35,5,177.62,8.39,1.61,97.44,21.15,32.52,33.44,54.63,68.3,40,224.91,92.25,0.56,184.8,4.42,1,132.45,0.39,0,4.89,0.79,0.17,2.87,0.47,0.01,1,20.34,5.11,424.77,6.26,0.81,40.73,30.89,9,303,28.49,12,322,149.09,46.93,214,14.4,5.51,259.02,1.15,1,15,53.21,14.87,857,1,0.96,1.07,0.99,0.86,1.07,0.99,0.93,1.04,1.3,0.39,3.9,0,0,0,0,0,0,0,0,0,27.11,2.95,73.01,0,0,0,0,0,0,0,0,0,0,0,0,34786.16,2971,1784898,0.55,0,1,0.25,0.02,0.88,1168.54,2.17,463284.78,3487.41,65.48,2933970.88,7.62,0.73,106.91
0,200000,20,20,1,100,7.4,98514,197028,393602.07,79.01,1.75,31521.67,81.06,1.75,41773.15,0.64,0,1,0.61,0,0.96,0.56,0.01,1,0.73,0.01,1,2.27,1,93.36,40.23,20.04,1723.91,0.87,0,1,8.05,1.49,200.34,11.28,5,547.08,8.12,1.49,230.62,22.96,43,45.78,158.31,66.9,40,227.07,92.13,0.58,185.61,4.79,1,291.31,0.43,0,5.69,0.77,0.15,3.49,0.43,0,1,20.98,5.05,2784.27,5.85,0.75,39.16,31.16,9,1107,28.07,11,363,153.17,44.15,212.88,14.37,5.51,810.12,1.19,1,34,53.65,14.44,5599.4,1,0.95,1.09,0.99,0.82,1.1,1,0.89,1.06,1.31,0.34,4.61,0,0,0,0,0,0,0,0,0,28.93,2.79,76.93,0,0,0,0,0,0,0,0,0,0,0,0,34617.49,2204,8803536,0.52,0,1,0.27,0.02,0.92,1209.12,1.75,4209956.09,4680.85,65.48,85733150.23,7.51,0.73,247.26
5,200000,20,20,1,100,7.4,48828,97656,195289.33,35.76,2.29,7483.49,36.16,2.29,7513.26,0.67,0.05,1,0.71,0,0.95,0.72,0.03,1,0.77,0.03,1,1.59,1,31.14,29.66,20.05,486.98,0.91,0.11,1,6,1.71,97.61,7.92,5,153.51,6.03,1.71,97.81,11.63,17.61,24.45,49.17,77.14,40,236.17,92.18,0.56,185.39,2.58,1,95.83,0.2,0,2.57,0.91,0.28,2.56,0.65,0.01,1,11.79,3.75,346.23,6.14,0.89,34.67,25.85,11,254,24.29,12,284,147.79,38.85,208.47,10.04,5.51,216.4,1.19,1,8,35.87,13.84,711.38,1,0.96,1.06,0.99,0.91,1.1,1,0.95,1.06,1.21,0.48,2.62,0,0,0,0,0,0,0,0,0,33.31,3.21,75.15,0,0,0,0,0,0,0,0,0,0,0,0,19876.25,2660,1986216,0.63,0,1,0.23,0.02,0.84,277.31,2.61,486990.06,725.16,65.48,1894197.8,5.36,0.73,78.26
5,200000,20,20,1,100,7.4,48365,96730,192887.44,36.07,2.29,8550.02,36.5,2.29,8674.07,0.67,0.06,1,0.71,0,0.96,0.72,0.03,1,0.77,0.03,1,1.59,1,31.29,29.68,19.99,870.04,0.91,0.12,1,6.01,1.71,104.34,7.93,5,275.37,6.03,1.71,105.09,11.85,22.78,24.88,102.68,76.83,40,227.54,92.89,0.58,185.92,2.59,1,96.29,0.2,0,2.86,0.91,0.26,3.24,0.65,0.01,1,11.84,4.11,529.36,6.14,0.87,41.73,25.89,11,578,24.26,12,159,147.95,45.26,209.87,10.05,5.51,416.26,1.19,1,10,35.95,14.44,1093.59,1,0.96,1.05,0.99,0.92,1.09,1,0.96,1.05,1.21,0.45,2.97,0,0,0,0,0,0,0,0,0,33.31,3.54,77.59,0,0,0,0,0,0,0,0,0,0,0,0,19990.81,2804,1998411,0.63,0,1,0.23,0.02,0.83,284.99,2.61,594723.1,963.03,65.48,10932789.59,5.37,0.73,75.32
10,200000,20,20,1,100,7.4,41640,83280,163864.12,35.11,2.16,11270.9,35.5,2.16,11270.9,0.67,0.01,1,0.72,0,0.96,0.73,0.03,1,0.78,0.01,1,1.54,1,37.45,29.28,20.09,1248.1,0.92,0.08,1,5.96,1.66,119.79,7.8,5,395.67,5.98,1.66,119.79,11.74,35.74,27.19,230.66,78.94,40,242.71,93.55,0.58,188.42,2.43,1,115.65,0.18,0,2.96,0.92,0.25,2.46,0.68,0.01,1,11.38,4.51,687.15,6.23,0.8,41.91,25.66,12,836,24.14,12,175,145.41,30.84,210.28,9.87,5.51,603.64,1.2,1,15,35.22,14.44,1408.93,1,0.83,1.12,0.99,0.9,1.49,1,0.95,1.41,1.2,0.41,2.88,0,0,0,0,0,0,0,0,0,33.35,3.4,74.86,0,0,0,0,0,0,0,0,0,0,0,0,19315.99,2337,1097282,0.64,0,1,0.23,0.02,0.93,274.75,2.39,900123.16,1502.22,65.48,32433661.44,5.31,0.73,94.42
10,200000,20,20,1,100,7.4,40460,80920,160820.52,38.17,2.02,12591.76,38.69,2.02,15353,0.67,0.07,1,0.72,0,0.95,0.73,0.03,1,0.78,0.03,1,1.54,1,39.81,29.64,20.04,614.18,0.92,0.14,1,6.06,1.61,126.62,7.91,5,194.03,6.08,1.61,139.81,15.52,26.28,43.84,86.2,78.62,40,234.68,93.02,0.56,186.55,2.42,1,123.05,0.18,0,3.31,0.92,0.23,2.99,0.67,0.01,1,11.6,4.4,492.3,6.27,1.05,72.39,25.87,11,411,24.23,12,266,145.68,22.49,205.35,10.01,5.51,289.14,1.19,1,11,35.73,14.44,992.61,1,0.95,1.06,0.99,0.91,1.11,1,0.95,1.05,1.2,0.44,3.25,0,0,0,0,0,0,0,0,0,33.48,3.73,77.75,0,0,0,0,0,0,0,0,0,0,0,0,20208.28,2559,3750595,0.64,0,1,0.23,0.03,0.82,395.09,2.17,1062902.8,1165.31,65.48,3824652.59,5.38,0.73,117.94
20,200000,20,20,1,100,7.4,36838,73676,147029.93,33.53,2.43,4266.06,33.89,2.43,4270.71,0.67,0.05,1,0.72,0,0.96,0.74,0.04,1,0.77,0.01,1,1.51,1,22.44,28.89,20.09,562.98,0.91,0.15,1,5.85,1.76,73.7,7.67,5,177.72,5.87,1.76,73.74,10.79,18.73,20.08,61.18,80.38,40,235.06,92.44,0.58,185.78,2.32,1,68.48,0.16,0,2.54,0.93,0.28,2.79,0.69,0.01,1,11.06,3.9,368.38,6.19,0.98,52.74,25.44,10,376,24.09,13,311,143.23,34.07,208.37,9.72,5.51,264.9,1.21,1,5,34.5,14.44,752.45,1,0.96,1.05,0.99,0.89,1.08,1,0.94,1.04,1.19,0.43,2.82,0,0,0,0,0,0,0,0,0,32.72,4,75.49,0,0,0,0,0,0,0,0,0,0,0,0,18583.01,2640,755337,0.64,0,1,0.23,0.03,0.89,241.21,2.85,209606.22,725.84,65.48,2939031.2,5.21,1.1,65.76
20,200000,20,20,1,100,7.4,36285,72570,144337.29,34.89,2.29,6031.61,35.25,2.29,6202.31,0.67,0.05,1,0.72,0,0.96,0.74,0.02,1,0.77,0.03,1,1.51,1,44.59,29.16,20.03,846.21,0.91,0.19,1,5.91,1.71,87.63,7.76,5,267.88,5.93,1.71,88.87,12.11,30.78,26.61,137.05,80.39,40,231,92.17,0.59,186.42,2.33,1,138.06,0.16,0,3.21,0.94,0.24,2.63,0.69,0.01,1,11.2,4.29,591.87,6.23,0.77,34.94,25.57,11,415,24.18,13,478,143.22,32.4,206.36,9.82,5.51,369.97,1.21,1,12,34.85,14.44,1206.28,1,0.95,1.12,0.99,0.88,1.11,1,0.95,1.05,1.19,0.47,2.96,0,0,0,0,0,0,0,0,0,32.79,3.79,77.06,0,0,0,0,0,0,0,0,0,0,0,0,19071.21,2610,1624872,0.64,0,1,0.23,0.02,0.8,281.63,2.61,352382.27,1303.31,65.48,10064616.43,5.27,1.1,139.98
30,200000,20,20,1,100,7.4,35506,71012,140984.04,32.11,2.43,4205.09,32.43,2.43,5051.91,0.66,0.06,1,0.72,0,0.96,0.74,0.04,1,0.76,0.03,1,1.5,1,25.05,28.62,19.95,531.04,0.91,0.24,1,5.74,1.76,73.17,7.59,5,167.58,5.76,1.76,80.2,10.53,15.2,19.95,43.13,81.33,40,224.77,92.38,0.59,186.75,2.3,1,76.69,0.15,0,2.73,0.94,0.27,3.28,0.68,0.01,1,10.86,3.9,279.97,6.1,0.93,44.7,25.25,11,354,24.1,13,115,142.02,43.38,203.3,9.64,5.51,254.61,1.24,1,8,33.92,14.27,599.07,1,0.96,1.04,0.99,0.92,1.08,1,0.96,1.04,1.19,0.46,2.85,0,0,0,0,0,0,0,0,0,31.92,3.53,79.67,0,0,0,0,0,0,0,0,0,0,0,0,18013.55,2878,1087147,0.64,0,1,0.23,0.02,0.8,225.49,2.85,205129.06,557.65,65.48,2463928.12,5.11,1.1,59.15
30,200000,20,20,1,100,7.4,35689,71378,141455.8,31.47,2.02,3695.42,31.77,2.02,3695.42,0.66,0.04,1,0.72,0,0.96,0.75,0.04,1,0.76,0.01,1,1.49,1,25.28,28.52,20.06,468.3,0.91,0.11,1,5.73,1.61,68.59,7.56,5,147.57,5.75,1.61,68.59,9.59,14.01,15.43,34.44,81.47,40,223.03,91.93,0.56,187.08,2.28,1,77.41,0.15,0,2.45,0.94,0.29,6.21,0.69,0.01,1,10.81,4.29,329.52,6.11,1.16,37.03,25.25,12,165,24,13,267,141.95,43.81,207.86,9.6,5.51,188.48,1.23,1,7,33.84,14.44,667.56,1,0.96,1.05,0.99,0.92,1.09,1,0.96,1.04,1.19,0.2,2.45,0,0,0,0,0,0,0,0,0,32.03,3.16,80.02,0,0,0,0,0,0,0,0,0,0,0,0,17844.08,2692,762661,0.64,0,1,0.23,0.03,0.92,201.28,2.17,168989.19,504.34,65.48,1682726.19,5.09,1.1,83.4
40,200000,20,20,1,100,7.4,38099,76198,150736.89,31.26,2.02,9874.51,31.62,2.02,10049.7,0.66,0.11,1,0.72,0,0.96,0.75,0.06,1,0.75,0.03,1,1.5,1,17.3,28.45,19.92,509.16,0.9,0.2,1,5.65,1.61,112.13,7.54,5,160.55,5.66,1.61,113.12,11.32,15.77,28.71,45.25,81.28,40,237.26,92.24,0.58,187.42,2.32,1,52.33,0.15,0,3.06,0.94,0.25,2.62,0.68,0.02,1,10.77,4.51,268.96,6.01,1.01,54.15,25.17,11,320,24.06,13,148,141.73,39.13,205.6,9.6,5.51,236.24,1.26,1,6,33.56,13.84,570.23,1,0.95,1.06,0.99,0.89,1.12,1,0.94,1.06,1.18,0.49,2.73,0,0,0,0,0,0,0,0,0,31.31,3.44,72.85,0,0,0,0,0,0,0,0,0,0,0,0,17680.37,2674,2340249,0.64,0,1,0.24,0.02,0.82,235.97,2.17,738136.77,572.92,65.48,2167007.37,5.03,1.1,87.81
40,200000,20,20,1,100,7.4,37871,75742,150646.2,30.51,2.29,3473.05,30.78,2.29,3487.45,0.66,0.04,1,0.72,0,0.96,0.75,0.05,1,0.75,0.04,1,1.49,1,20.82,28.35,20.09,320.2,0.9,0.19,1,5.63,1.71,66.5,7.5,5,100.4,5.64,1.71,66.64,9.86,12.98,17.58,25.01,81.36,40,237.45,92.2,0.58,186.41,2.3,1,63.39,0.15,0,2.42,0.94,0.29,2.99,0.68,0.02,1,10.68,3.9,195.14,6,0.86,36.96,25.11,11,165,24.05,12,185,141.86,34.62,204.14,9.56,5.51,143.65,1.26,1,8,33.36,14.44,419.14,1,0.95,1.05,0.99,0.91,1.09,1,0.95,1.04,1.18,0.46,2.48,0,0,0,0,0,0,0,0,0,31.42,3.56,75.6,0,0,0,0,0,0,0,0,0,0,0,0,17447.58,2711,623280,0.64,0,1,0.24,0.02,0.8,200.52,2.61,153968.09,456.2,65.48,529942.84,5.01,0.73,47.39
50,200000,20,20,1,100,7.4,37220,74440,146769.81,29.21,2.16,4061.02,29.5,2.16,4133.82,0.64,0.05,1,0.71,0,0.96,0.74,0.07,1,0.73,0.04,1,1.5,1,13.66,28.32,20.05,412.54,0.89,0.19,1,5.51,1.66,71.91,7.49,5,129.71,5.52,1.66,72.55,9.62,14.45,17.31,36.98,83.24,40,229.25,91.49,0.56,188.03,2.34,1,40.88,0.14,0,2.24,0.95,0.31,2.75,0.66,0.02,1,10.67,4.25,377.65,5.86,0.88,34.04,25.18,10,261,24.02,13,164,139.95,46.58,203.25,9.65,5.51,195.09,1.29,1,6,33.07,13.84,776.74,1,0.96,1.05,0.99,0.9,1.08,1,0.94,1.04,1.17,0.49,2.52,0,0,0,0,0,0,0,0,0,30.44,3.46,73.82,0,0,0,0,0,0,0,0,0,0,0,0,16781.82,2600,983778,0.63,0,1,0.25,0.03,0.79,187.38,2.39,194677.79,510.93,65.48,1142734.21,4.86,1.1,68.7
50,200000,20,20,1,100,7.4,37397,74794,148645.7,29.97,2.16,5143.19,30.22,2.16,5143.19,0.64,0.04,1,0.71,0,0.95,0.74,0.05,1,0.73,0.03,1,1.51,1,21,28.43,20.05,630.16,0.89,0.21,1,5.55,1.66,80.92,7.53,5,199.05,5.56,1.66,80.92,10.45,18.84,22.29,74.76,82.54,40,234,91.56,0.58,186.55,2.35,1,63.97,0.14,0,2.78,0.95,0.26,3.22,0.66,0.02,1,10.77,3.9,389.06,5.88,1.05,41.47,25.21,10,416,24.1,14,212,139.87,49.53,204.09,9.68,5.51,297.96,1.29,1,9,33.29,14.44,806,1,0.95,1.06,0.99,0.91,1.09,1,0.95,1.05,1.17,0.41,2.81,0,0,0,0,0,0,0,0,0,30.18,3.52,81.52,0,0,0,0,0,0,0,0,0,0,0,0,16980.04,2506,1139495,0.64,0,1,0.25,0.03,0.82,208.87,2.39,277467.69,689.39,65.48,4129330.47,4.91,1.1,70.17
